,.DJUSBMT,.DJUSNCT,.DJUSCYT,.DJUSHCT,.DJUSINT,.DJUSENT,.DJUSTCT,.DJUSTLT,.DJUSUTT,.DJUSFNT,gamma_op
2010-07-09,0.02744838770165683,0.1980504366527383,0.07229318635630155,0.08011049459099198,0.015787240654263797,0.039286354019088525,0.051850324736099546,0.1099215701198155,0.39275199881522227,0.012500006353821728,2
2010-07-16,0.01278073702018992,0.16829201522775794,0.024598389970921813,0.5813071577928396,0.00839030973214061,0.018439796089187513,0.015552076866821335,0.04534757457745735,0.1173722544752658,0.007919688247418163,2
2010-07-23,0.012437596746315114,0.17002415507881474,0.0246416050149541,0.5792373254448425,0.008329612661501498,0.01828763148075577,0.01577218886488186,0.04563453390933069,0.11787232276422702,0.00776302803437661,2
2010-07-30,0.013310960533094376,0.1736550743703552,0.02534959466225838,0.5691487770923034,0.008792553695659766,0.018760218407579906,0.016144631191599576,0.04705771753220528,0.1198481249354858,0.007932347579458376,2
2010-08-06,0.013290281051722471,0.1725635601278115,0.025221097701445195,0.5706647392944056,0.00879647972324864,0.018785934360210584,0.01587255423191077,0.04775863330505313,0.11904366937403248,0.008003050830159692,2
2010-08-13,0.034589110752864693,0.09520985511446182,0.04992336316852864,0.27568231027157286,0.018116449788525807,0.05353976284076881,0.02821044885927325,0.12198117120256508,0.3081492626511438,0.014598265350295347,2
2010-08-20,0.033825528991467214,0.09515398376068206,0.04920790584475493,0.2751257303422147,0.017535358375009996,0.05245233362877186,0.027081710292166893,0.12448915293413682,0.3109167005355038,0.014211595295291613,2
2010-08-27,0.03426811744500228,0.09597154091060546,0.049751887773399346,0.2739273030701282,0.017604333569208114,0.05171681602346459,0.02753774710329607,0.12430606783492712,0.3108111105282746,0.014105075741694251,2
2010-09-03,0.03397133606832857,0.09518837669955527,0.04922818764693661,0.2711628694079212,0.017318324865584094,0.05166536809985299,0.02686728494786732,0.12501542891992787,0.3155948878783561,0.013987935465670185,2
2010-09-10,0.039397416602064174,0.18746572412464,0.05879589872871994,0.28143960538342766,0.018234940753773618,0.044453329129116315,0.038071313079591274,0.08610481535851239,0.2343719258849275,0.011665030955227168,2
2010-09-17,0.03906576954711007,0.18717313487738702,0.05857377108461648,0.28485978574724513,0.018231101676226852,0.044458617518378436,0.037722922630140335,0.08689172744746114,0.23147672938126315,0.011546440090171518,2
2010-09-24,0.03969683048506853,0.18728327318119137,0.05911550966233559,0.28588286922837985,0.018390832848821387,0.04382172075152958,0.0390732678105256,0.08753707399021035,0.2276285078201674,0.011570114221770376,2
2010-10-01,0.03992353320930107,0.1860732978857277,0.05955619220471104,0.28654464155273834,0.018422603965627997,0.043918221518029106,0.039331366501187674,0.08755957743780134,0.22730431107310697,0.011366254651768885,2
2010-10-08,0.051600953663031766,0.06649637038785428,0.049555276793740013,0.2531331488306403,0.02511923261857958,0.05299490668567152,0.0491225757084619,0.1198844805115829,0.31136982049057277,0.02072323430986478,2
2010-10-15,0.05289875338083216,0.06693439831854706,0.04981812957400118,0.25251467634769353,0.025464460431933168,0.053769407382869366,0.04921558566520408,0.11822898778203808,0.31040300327024695,0.020752597846634434,2
2010-10-22,0.05285328653374534,0.06764431824790865,0.04992850032796318,0.25329231409920616,0.025322892465366398,0.054178432828128543,0.050718818622328965,0.11714777364197093,0.30864849404728334,0.020265169186098587,2
2010-10-29,0.05229677454164459,0.06788502904436203,0.050395302841592236,0.2532903461579061,0.02549856170857748,0.05413923784175065,0.05070051612044893,0.1170252722413111,0.3081605746703704,0.02060838483203671,2
2010-11-05,0.043384696715770735,0.05507127432604511,0.052468815161533164,0.4808627054975436,0.02632423086920041,0.03740537402435331,0.040209751212904425,0.10385617771126682,0.1313376418180592,0.0290793326633232,2
2010-11-12,0.04457927619825704,0.05511645631382249,0.05302610322712674,0.47621656871220364,0.02680512485316433,0.038523952282092745,0.040737081682288956,0.1042388490483126,0.13042886177973434,0.030327725902997187,2
2010-11-19,0.04455345385595755,0.0553465270712663,0.05310327352305559,0.47714682837848515,0.02653139024375501,0.03971317730078364,0.04016533579317921,0.10392309004979226,0.1298691919426868,0.029647731841038392,2
2010-11-26,0.04471366104690404,0.05560059910216197,0.05343307517199003,0.47715346098490646,0.026779850838490913,0.03997201127307065,0.04007294587584777,0.10383606522540892,0.12904896040486555,0.029389370076353817,2
2010-12-03,0.04100474411332473,0.05109580364742066,0.05510424988517719,0.6317056034805806,0.028045276154115617,0.024187055925678103,0.02268212980668277,0.0667435635603301,0.05176455535104383,0.02766701807564665,2
2010-12-10,0.04253190822586667,0.051011898689985735,0.055172138493497225,0.6285649179449615,0.02865351612899203,0.024905983399210047,0.02269607835981614,0.06662984056864962,0.051459869822335275,0.02837384836668573,2
2010-12-17,0.042415580672294555,0.05096161370193834,0.054955510007152514,0.6280009873557103,0.028819437454636828,0.024797632289159936,0.02282142371331668,0.06737445820933309,0.050779060792661805,0.029074295803795874,2
2010-12-24,0.042179891275036886,0.05115068483573912,0.05412279580367303,0.6309704095203381,0.028695556908502808,0.02455159366662012,0.022514426324380516,0.06697566654210478,0.0506141192586703,0.02822485586493426,2
2010-12-31,0.1016846317508356,0.07450808956737162,0.17808417124160442,0.32655087557113116,0.0473615552874244,0.03110794291934825,0.029889522173876762,0.12159532321476224,0.04482897760342093,0.04438891067022465,2
2011-01-07,0.10266480706120823,0.07434081788262917,0.17753040373604143,0.32461914773575123,0.04742650392860823,0.031396352926759206,0.029850699913921534,0.12270655428472335,0.0447454326795113,0.044719279850846505,2
2011-01-14,0.10136381365478563,0.0735242824807948,0.17698319964458162,0.3273781742121437,0.047542275232330546,0.03127459063853373,0.030396993957951292,0.12176497603379197,0.04479651123605101,0.04497518290903584,2
2011-01-21,0.10170034354240623,0.07383362397525209,0.17693512321383137,0.32644674561531384,0.04819237814571992,0.03215087130826449,0.03088272049583647,0.11915208128372906,0.04476640504959153,0.0459397073700551,2
2011-01-28,0.018848019587555026,0.03376320714229761,0.025944435902560223,0.7892419035859146,0.012553326599211712,0.014673049918362671,0.008971729685358351,0.05758015966951544,0.02096091962816063,0.01746324828106341,2
2011-02-04,0.01936525087628291,0.03364638434744632,0.025987312938781742,0.7873352438219925,0.012746474239745386,0.015059072835008874,0.009144589859480268,0.05814527662628074,0.021070744746341845,0.01749964970863936,2
2011-02-11,0.019731333828778667,0.0334393097913144,0.026095384680930242,0.7870107562925798,0.012828425660011205,0.015350437017951446,0.009267165267678621,0.05804655660084678,0.020748664136394826,0.017481966723514118,2
2011-02-18,0.019727858158461533,0.0338520399015187,0.0266886494184237,0.7847487075195417,0.01309640775196431,0.015273601325987358,0.009266985415845003,0.058733059648392975,0.020746901427648855,0.0178657894322159,2
2011-02-25,0.026492221544392305,0.036286078097105795,0.03548598481707127,0.7057446603879622,0.01779487736217511,0.020759246107077203,0.015133548186082757,0.0862068463760514,0.035991597541324694,0.02010493958075718,2
2011-03-04,0.02613617123578649,0.036447095796843625,0.03509814857347123,0.7065392209320255,0.017487594594633588,0.021257957443956733,0.014997555764301144,0.08576280690648803,0.03633406760908941,0.019939381143404336,2
2011-03-11,0.026003024586396205,0.03586616722891492,0.0345685725896007,0.7113747650837254,0.017250612117393416,0.02094343131776578,0.014745017378301459,0.08381830163368956,0.0360925482244981,0.019337559839714514,2
2011-03-18,0.02527828538450197,0.03623600114239143,0.03478199658376814,0.7100059160807849,0.01724616853654103,0.02031841647715266,0.014435343168723512,0.08537657476655051,0.036822407859912004,0.019498889999673863,2
2011-03-25,0.5714975613203384,0.022947481203876338,0.05575719219160807,0.026775629317147734,0.04830008769768298,0.04448361149605473,0.032647719645686676,0.0363149783994605,0.035296233488991705,0.12597950523915302,2
2011-04-01,0.5759408198989051,0.02284069126577696,0.05551103317597001,0.02638190286774167,0.0482040486484041,0.04475852717543599,0.03292721237131481,0.035957377103988115,0.03481244097085273,0.12266594652161056,2
2011-04-08,0.5761238132374237,0.022761860827707873,0.05521312030481438,0.026441974859403135,0.04843543177452277,0.0447900690567721,0.03228951589488123,0.03675503260173804,0.03493349201485212,0.12225568942788476,2
2011-04-15,0.5788708935598361,0.02259984083815889,0.0549474958998027,0.026438439547468634,0.047656094781714634,0.04456731929385158,0.031997812817316534,0.03668891584099241,0.034699611253735774,0.12153357616712272,2
2011-04-22,0.5604873404953791,0.028992366689359547,0.06534187759937635,0.037682809027815456,0.05169629557768267,0.06273063313729882,0.04050539645479531,0.04649112036583984,0.043676033630443006,0.06239612702201002,2
2011-04-29,0.5655069433477761,0.028561160264856503,0.06473803838511008,0.037151777070226884,0.05122268277186894,0.06276050072741379,0.04080531554297945,0.045326678040507266,0.042947170982990515,0.060979732866270675,2
2011-05-06,0.5644148581752679,0.028584058382871293,0.06468172807081574,0.03758265189515486,0.05151574237600763,0.06275917842736149,0.04073373744665499,0.04538675921015723,0.043394616330109756,0.06094666968559923,2
2011-05-13,0.5571913603386981,0.029391496701743465,0.06651730297878472,0.03899467457632308,0.05225384702011034,0.06023675229909952,0.04162092785344123,0.04695510840461541,0.044846574179537455,0.061991955647646674,2
2011-05-20,0.3226965772860763,0.04889635609620191,0.10861607670251099,0.12355936022615178,0.047684642680024134,0.08715487652167378,0.03881378581512132,0.11062515635578166,0.078930118587228,0.03302304972923013,2
2011-05-27,0.3219671846146654,0.04917156692484339,0.10803042518801591,0.12343137306358769,0.04735218906716234,0.08826777084420534,0.038318320000327095,0.11101262443567583,0.07945550387848233,0.032993041983034786,2
2011-06-03,0.3275430562495932,0.048677957504378,0.10676891205276698,0.12147986840679197,0.04689812412947111,0.08947421782129424,0.03792445263037164,0.11056624010214915,0.07786540437735717,0.03280176672582652,2
2011-06-10,0.32467929678985813,0.04871647852525492,0.10645259365156437,0.1229843579703,0.046629065502224225,0.09048464677085785,0.038135153192348344,0.11043070429339248,0.07876721112944483,0.03272049217475488,2
2011-06-17,0.018743886989232683,0.04419593167593458,0.018398757584900435,0.770364532483092,0.01012615147283269,0.01919641356787187,0.009904643540031385,0.05803072735412027,0.03965853063919299,0.011380424692790922,2
2011-06-24,0.018251147733048215,0.044631971661779894,0.018459055417460797,0.7703053332694563,0.010162187023546659,0.018823698799240958,0.00974886361936671,0.058245505205232105,0.039925930841922315,0.011446306428946089,2
2011-07-01,0.018837543533527665,0.04453575508234785,0.018619635810653786,0.7698388782332796,0.01022630466484804,0.018624430029300067,0.00984691723857371,0.05834612682848888,0.03977158550846898,0.011352823070511435,2
2011-07-08,0.019117849818165365,0.044500861021147135,0.018918946914287645,0.7680338246825663,0.010451006059727019,0.019206102637420043,0.010046114648072705,0.05861451221252074,0.039544663812993465,0.011566118193099583,2
2011-07-15,0.08495954630291529,0.04306530132670031,0.05927467833083832,0.500781766058366,0.028217285721815435,0.05860409059850866,0.025808606274920445,0.12780695253610938,0.04005339820172558,0.03142837464810064,2
2011-07-22,0.0851524649451465,0.04309193781513178,0.05887167549752931,0.5018501151034408,0.027678866869217413,0.05989406965368921,0.02571230261141103,0.12662268075805314,0.0402975132143767,0.030828373532004197,2
2011-07-29,0.08554242260213536,0.04305621609496582,0.05891061391735412,0.5010450924973712,0.02761356127519782,0.06107455292770645,0.02629804265825982,0.1249570809089541,0.04023006020824664,0.03127235690980864,2
2011-08-05,0.08501966199422077,0.04346319412141492,0.0594633431559603,0.49959873231140894,0.027130450169428496,0.06100728695821308,0.026479469585828166,0.12523062749739688,0.0410961008101744,0.03151113339595395,2
2011-08-12,0.0935770003515752,0.03807967071703111,0.03935321856149504,0.4029944040516166,0.023125972597723962,0.11009229867666435,0.031354486901534986,0.16672391853279817,0.06957697250782122,0.025122057101739398,2
2011-08-19,0.09513861807262969,0.038177193274839843,0.03930469450176101,0.4044805854056896,0.023056496235991125,0.1090593647129299,0.031499533299308984,0.16508376771026212,0.06988146245725671,0.02431828432933098,2
2011-08-26,0.09070576203747231,0.03818797278340601,0.03878080829144681,0.40851699074104963,0.02200788050912907,0.10613044613990458,0.029813323419838552,0.16907442395720645,0.07293416182639946,0.02384823029414706,2
2011-09-02,0.09270428974935516,0.03806619301283879,0.039148881238328825,0.40767031143318105,0.022496109066862228,0.10576803412272218,0.0303886189920642,0.1677885310802152,0.07187285873932761,0.024096172565104657,2
2011-09-09,0.04676652266345021,0.0366441840020338,0.02579114948233245,0.6016690460431815,0.019473512917611055,0.06418416139780744,0.025867610807602248,0.10486685031078029,0.054472055167221554,0.02026490720797955,2
2011-09-16,0.046458364344304406,0.03655381595025888,0.02579662112663777,0.6027755892350777,0.019328947694618785,0.06384471310852612,0.026154187056896858,0.10459044099404513,0.05436341552054257,0.02013390496909171,2
2011-09-23,0.04619283064515825,0.036626252979248645,0.026342632888793006,0.6005801946882995,0.019742913289234467,0.06388589199621678,0.026881010787889067,0.10480656902743368,0.05452964302137717,0.020412060676349462,2
2011-09-30,0.04174412808831926,0.03672892173843248,0.026469650386684272,0.6071782319527098,0.019109040919238377,0.059449059578041565,0.027310903396128558,0.10596706931909419,0.05638295847649321,0.019660036144858267,2
2011-10-07,0.028468393353699883,0.12972443092751723,0.033579926514973366,0.5070148147999214,0.01596799282868301,0.05936608045913265,0.013877706038277954,0.11961514377001455,0.07960449344591095,0.012781017861868763,2
2011-10-14,0.02954354942387966,0.1315732015392659,0.03420632719344612,0.5042230630666178,0.016379476860828263,0.060738329790192176,0.014214362906239779,0.11816379373553873,0.07832231222604803,0.012635583257943658,2
2011-10-21,0.03089420869399418,0.1316221934836064,0.03479684510264627,0.49998477421873366,0.016790549619470112,0.06363539460650186,0.01473843152969608,0.11775607355158943,0.07682220573477389,0.012959323458988167,2
2011-10-28,0.03041290469823261,0.13194898746143702,0.03496521522579796,0.49808519457547895,0.016818925967054702,0.0648956465438398,0.014271814034745,0.11710346983009512,0.07818528097426014,0.013312560689058821,2
2011-11-04,0.16029652357886434,0.03584449150411898,0.05256370995411284,0.14142600690311768,0.04271191030330961,0.30523717168134484,0.023178189699434998,0.11491651035548156,0.045175546240412826,0.07864993977980239,2
2011-11-11,0.16001219696980093,0.03592284804728298,0.05313363028361219,0.14055554930720437,0.04291461235386249,0.30503492653253494,0.023406817385701554,0.11592910937114266,0.04612702574419763,0.07696328400466021,2
2011-11-18,0.15778558887861646,0.03576774620687684,0.053266729649249764,0.14239979838517097,0.042781419354897446,0.3064205746654009,0.023224636923966847,0.11606538938608515,0.04615834631508248,0.07612977023465321,2
2011-11-25,0.1548608752863922,0.03664810033194395,0.05375519890684863,0.1435936853914609,0.04331872138995684,0.3039685096579952,0.02340225152487824,0.11752771172284408,0.04731840594299387,0.0756065398446861,2
2011-12-02,0.036917477829302194,0.03472256900285563,0.05582118430620002,0.47098637547549005,0.02646138020525536,0.09867063284828038,0.017423185354321025,0.16276478551401322,0.05022253087701484,0.04600987858726731,2
2011-12-09,0.03816989530106117,0.03444779556339439,0.05584820968056758,0.46719498743917987,0.026905198251703382,0.10187225527698847,0.017526059791373637,0.16198490909186952,0.04905339075188242,0.04699729885197964,2
2011-12-16,0.03778057266094735,0.034504686011252436,0.0558885379390272,0.4680358195224226,0.026966021904533222,0.10144659928940283,0.01764869772439263,0.16118917229470148,0.04906407298583014,0.047475819667490114,2
2011-12-23,0.036602611030375515,0.034299113889528096,0.05547358972253702,0.47329891839827903,0.026476531413188616,0.09762309636723178,0.017127259132770956,0.16273883919956814,0.04965853755640917,0.04670150329011172,2
2011-12-30,0.32862318147577013,0.026287544308545588,0.07339264094529324,0.03753827764911991,0.04640220793249087,0.1536077956066081,0.021672836607766477,0.0497267355800772,0.02938972370987434,0.23335905618445413,2
2012-01-06,0.32672850245131724,0.026425270598320963,0.07360997692850266,0.03779333692607876,0.04644970392321765,0.15390957597839272,0.021778181263192906,0.05057873973489816,0.029761652144608273,0.23296506005147066,2
2012-01-13,0.330848547400069,0.025954789672793056,0.07315830765050169,0.03743425642627435,0.046493457050385815,0.15329288078025477,0.021927542755452358,0.048900295128821124,0.02838420488621969,0.2336057182492282,2
2012-01-20,0.33635654814063354,0.025565594518927807,0.07231903685034695,0.03717418238798925,0.04686756077659887,0.14846164091292344,0.021555126356644052,0.04874840977990783,0.027742888607231862,0.23520901166879649,2
2012-01-27,0.5251543376597713,0.02041951467194876,0.04066974582144105,0.025556866488989638,0.04031543455422569,0.16546971507815386,0.021087926076307897,0.032469601785638985,0.02173327833809674,0.10712357952542637,2
2012-02-03,0.5315201091195734,0.020090037642931657,0.04041357928606824,0.025313875778756646,0.0401087570524741,0.16321397328810464,0.021043046270539576,0.03094765243338037,0.021501116002916303,0.10584785312525502,2
2012-02-10,0.5316971405675981,0.019956496913278398,0.04021040373470654,0.02504707449377908,0.040137833332269314,0.1618788274109787,0.021227716366246683,0.030953392104572458,0.02108941963286014,0.10780169544371078,2
2012-02-17,0.5260407981886482,0.020265640483785596,0.040751990437597245,0.02514212151678738,0.04031969526724077,0.1648051097838752,0.021793748175201907,0.03132085915707284,0.021392848728936546,0.1081671882608544,2
2012-02-24,0.7002619893981153,0.013502073568480655,0.023340751643921187,0.01504251016198796,0.026740553038485063,0.09691641438493442,0.01538887825133134,0.018888762241088042,0.015044872977747759,0.07487319433390807,2
2012-03-02,0.6999838263910857,0.013474856122752803,0.023119870045875245,0.014968977568662544,0.026746913392362074,0.09826746446544792,0.015441108752019962,0.01889796736254231,0.015025487521755882,0.0740735283774956,2
2012-03-09,0.6971468892562721,0.013717426751720063,0.023639501460670457,0.015166455246811128,0.02679743338727031,0.09775348009591867,0.015749226561456227,0.019281891489381614,0.01510959939011454,0.07563809636038496,2
2012-03-16,0.6926941234652966,0.0139346251376959,0.024298630394805253,0.015422800449487685,0.027219282588227835,0.0982812307834863,0.01597708266039709,0.01975397877256334,0.015443965594025687,0.07697428015401434,2
2012-03-23,0.681815000862647,0.0157310588886079,0.02394857300622974,0.019581666515160107,0.030155897046492436,0.10840602138167282,0.016678801999070916,0.024805672301161874,0.01969949308604242,0.0591778149129147,2
2012-03-30,0.6821064565718655,0.015953214909383985,0.024401990637153183,0.01969657871423714,0.0299480381081628,0.1063117806639525,0.01692619229935324,0.02499765907825336,0.019829061428204273,0.059829027589434015,2
2012-04-06,0.6817706736672243,0.01611354501911254,0.024532398825852616,0.020201395638763723,0.0301362442170798,0.10542604363873713,0.01708377597682472,0.02463855561076963,0.020030279995655667,0.06006708740997983,2
2012-04-13,0.6800888289565713,0.016370460451483708,0.02483934655731381,0.02048046254756185,0.0302736316113727,0.10507967713185627,0.017313222872881305,0.02504369471411448,0.020251834355012283,0.06025884080183217,2
2012-04-20,0.80413469354645,0.008673986101849718,0.010332346178229507,0.009163015788216974,0.0173650358477781,0.06135753339287414,0.010141526885922583,0.010930613760199034,0.011462446451891248,0.05643880204658888,2
2012-04-27,0.8047488548240862,0.008667723567403076,0.010323090578180361,0.00925045135871268,0.017373283741421684,0.06106918895738383,0.009847775223378723,0.010945861130776509,0.011560542444100881,0.05621322817455606,2
2012-05-04,0.8034679548533762,0.008597862767230608,0.010360914907457655,0.009197893434073073,0.017428796118848996,0.06164394871267968,0.009929209168834465,0.011197400696528153,0.011586801235535765,0.05658921810543534,2
2012-05-11,0.8013942557709525,0.008794532812206098,0.01054035601262019,0.009369997059091539,0.01753420016434304,0.06166173406290089,0.009929618073292986,0.011628165030293965,0.011974084187437048,0.057173056826861794,2
2012-05-18,0.8379666193459678,0.008128782925652903,0.009227445800748899,0.00812413236859233,0.013943793996182743,0.07146114510602997,0.009706617717862909,0.009510561736310444,0.010692791040013236,0.021238109962638807,2
2012-05-25,0.832789453187797,0.008528699773373146,0.009521513822653682,0.008524137698474335,0.014327120480598383,0.07346828100765615,0.00993407493462189,0.010189375930007051,0.011337218435319716,0.021380124729498743,2
2012-06-01,0.835366157455359,0.008389030117852797,0.009485044400828826,0.008349390028637806,0.014211172853369921,0.07236286400852154,0.00974183751781929,0.009904738275242764,0.011070274730712957,0.02111949061165515,2
2012-06-08,0.8357125458124769,0.00843883201475236,0.009518319723052518,0.008407228655899794,0.014164339669652793,0.07128549018995382,0.009815831721222072,0.01019092777175035,0.011436868027831764,0.021029616413407642,2
2012-06-15,0.8768832522542672,0.008096676163056815,0.0079385165003506,0.008225657852311094,0.010676821211667867,0.05382353041137066,0.009594650511264916,0.00887514968023545,0.010933565690625965,0.004952179724849459,2
2012-06-22,0.875332644284751,0.008112258154897039,0.007955831397621257,0.00833542251461747,0.010709886162201468,0.05488176202344471,0.009568591002881776,0.009103074487099044,0.010990660295903478,0.005009869676582607,2
2012-06-29,0.8761699357880466,0.008096091822609756,0.008056583700199793,0.0085215758936213,0.01075411696482125,0.0535238719422928,0.009687526882920459,0.009173373865346559,0.010943087468908583,0.005073835671232872,2
2012-07-06,0.8757360106060051,0.008006291024988373,0.00797041831300568,0.008432779860357726,0.010741947381841054,0.05464670682812955,0.009517300765855856,0.009048292638317789,0.010854561394685158,0.005045691186813888,2
2012-07-13,0.9085731347362808,0.007033796258432409,0.006741877087086082,0.0069600328353328356,0.008559811618747665,0.03138042802797099,0.007507253893930352,0.007708755734200851,0.008869035984098939,0.006665873823919075,2
2012-07-20,0.9064832630536022,0.007202213554822851,0.006849893166648907,0.007180743446705836,0.008638148319573272,0.03218512604640688,0.007506010406509115,0.007905951776560434,0.009182891197715447,0.0068657590314552585,2
2012-07-27,0.9065894652564432,0.0071085111895751564,0.00677409854824764,0.0071101686971861465,0.0085919127483084,0.03271016067772648,0.007540224780561799,0.007783926806408232,0.009149896243663578,0.006641635051879365,2
2012-08-03,0.9046950132911635,0.007229904298737025,0.006861240925492873,0.007238893656603649,0.008805962377200629,0.03338635532472286,0.00762015575767911,0.008091280260991037,0.009256034226533505,0.006815159880875864,2
2012-08-10,0.9042988593191303,0.008281204362738673,0.007513998707768796,0.008424067652570685,0.01212714465170349,0.0280348398969769,0.009761030746245666,0.009434115548858688,0.01009236678883485,0.0020323723251721715,2
2012-08-17,0.9063000589227995,0.008024034881836412,0.0072850735222476405,0.008185808541176105,0.011908613874896185,0.027800609453186655,0.009670287491863794,0.00917546467563066,0.009679530650682179,0.0019705179856809854,2
