,DJUSBMT,DJUSNCT,DJUSCYT,DJUSHCT,DJUSINT,DJUSENT,DJUSTCT,DJUSTLT,DJUSUTT,DJUSFNT,gamma_op,b_weight
2009-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2009-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2009-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2009-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2009-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2009-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2009-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2009-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2009-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2009-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2009-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2010-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2010-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2010-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2010-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2010-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2010-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2010-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2010-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2010-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2010-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2010-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2010-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2011-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2011-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2011-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2011-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2011-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2011-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2011-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2011-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2011-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2011-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2011-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2011-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2012-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2012-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2012-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2012-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2012-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2012-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2012-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2012-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2012-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2012-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2012-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2012-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2005-04,0.050000067919584064,0.050000029112914755,0.05000001474854852,0.05000003296191139,0.05000001770404826,0.5499997303166827,0.050000006787092356,0.05000000752031547,0.05000003863993165,0.05000005428897094,2,0.5
2005-05,0.05000008096734224,0.050000022812545855,0.05000001800168697,0.05000003933719851,0.05000002108297181,0.5499996909102806,0.05000000802281026,0.05000000923916777,0.05000004055931785,0.05000006906667824,2,0.5
2005-06,0.05000012308363103,0.05000140006008803,0.050000020369856985,0.05000003778485001,0.05000002192320477,0.5499982310715783,0.05000000808062182,0.05000000891372427,0.050000010671320066,0.05000013804112477,2,0.5
2005-07,0.05000004613116118,0.050000039732861885,0.050000019650368016,0.050000023775185316,0.050000019123291425,0.5499997347050233,0.05000000740762359,0.050000009185865016,0.05000001193610423,0.05000008835251605,2,0.5
2005-08,0.05000001544200319,0.05000002172395105,0.05000001828824675,0.05000002263416218,0.05000001736520912,0.5499998190087481,0.05000000742421807,0.05000000945340378,0.05000002775986646,0.05000004090019125,2,0.5
2005-09,0.05000005562729547,0.050000021082320587,0.0500000179788625,0.05000002232471097,0.05000001461632517,0.5499997920976729,0.05000000684799044,0.0500000097098955,0.05000002643857019,0.05000003327635641,2,0.5
2005-10,0.05000062149738093,0.050000049796269666,0.050000017550705385,0.05000001847542903,0.050000015900008826,0.5499992089749837,0.05000000817918198,0.05000001014270654,0.05000002101733713,0.050000028465996764,2,0.5
2005-11,0.05000001852453095,0.05000003273110656,0.05000002103924168,0.05000001961494547,0.05000001838845214,0.5499998082565976,0.05000000875071313,0.05000000984241019,0.050000024802392025,0.050000038049610354,2,0.5
2005-12,0.050000021196220795,0.05000003673952882,0.05000002591619194,0.05000001781652517,0.05000002460017826,0.5499997810411689,0.05000001293194868,0.05000001267833684,0.05000002205126436,0.05000004502863633,2,0.5
2006-01,0.050000016104439285,0.05000002106091497,0.0500000299837242,0.050000020944388844,0.05000002898285799,0.5499997888350173,0.05000001581986927,0.050000015081912895,0.050000022656294774,0.05000004053058053,2,0.5
2006-02,0.05000005262921261,0.05000003046409614,0.05000001434186969,0.05000001669139008,0.05000001719531665,0.5499998022422466,0.050000009235479315,0.0500000090431458,0.05000002029455842,0.05000002786268481,2,0.5
2006-03,0.05000003639966508,0.05000003707052277,0.050000023372749926,0.05000002414879786,0.050000030309317156,0.5499997435403382,0.050000017634226006,0.05000001419660979,0.05000002583989449,0.050000047487878806,2,0.5
2006-04,0.050000017143070806,0.05000003553669797,0.05000002341156909,0.05000002500479666,0.05000003858209888,0.5499997571099525,0.0500000215694494,0.050000014982034616,0.05000002149265702,0.05000004516767311,2,0.5
2006-05,0.050000018914254575,0.05000003597569453,0.0500000212114612,0.050000023316796156,0.050000033694974674,0.5499997650861792,0.05000001669940609,0.05000001409025257,0.050000021588555245,0.050000049422425794,2,0.5
2006-06,0.05000002756451027,0.05000003167602183,0.0500000202898424,0.050000022765222134,0.0500000310224171,0.5499997708803631,0.0500000166143885,0.05000001470754664,0.05000002407759438,0.050000040402093715,2,0.5
2006-07,0.05000004741552572,0.05000003264577222,0.05000001656682469,0.0500000193228694,0.050000025415707944,0.5499997749252177,0.05000001364126548,0.05000001401013964,0.05000002295493428,0.050000033101743,2,0.5
2006-08,0.05000003204334172,0.0500000260509176,0.05000001251089617,0.050000015378401874,0.05000001846848105,0.5499998229911051,0.050000011541220274,0.05000001114319419,0.050000022418095764,0.050000027454346355,2,0.5
2006-09,0.05000003945752922,0.050000030680390516,0.05000001759994798,0.05000002006197598,0.050000024480019674,0.5499997681233106,0.05000001926030318,0.050000015294309696,0.050000027324044814,0.050000037718168404,2,0.5
2006-10,0.05000005143116614,0.05000003432626369,0.050000025809830304,0.050000020633423965,0.05000003671954641,0.5499996986693862,0.05000003966520391,0.05000001545086402,0.05000003038903907,0.050000046905276326,2,0.5
2006-11,0.05000005922348036,0.050000035269134185,0.05000002947647823,0.050000021266639216,0.05000003770534993,0.5499996859445312,0.05000002708633626,0.05000002075671041,0.05000002996547253,0.05000005330586776,2,0.5
2006-12,0.050000026200971104,0.05000002108541205,0.05000001336490742,0.05000001214851362,0.05000001743446686,0.5499998315812122,0.05000001199716281,0.0500000125026453,0.05000002814589458,0.05000002553881395,2,0.5
2007-01,0.05000003298454986,0.05000002973474611,0.050000019052491906,0.05000001808887196,0.050000024282757016,0.5499997654199512,0.05000001710921388,0.050000019486597394,0.05000003412762913,0.05000003971319158,2,0.5
2007-02,0.050000038735444084,0.05000003119882214,0.050000021765591166,0.05000002027935308,0.050000028708466766,0.5499997306577031,0.0500000182123975,0.05000002574750785,0.050000038210852873,0.0500000464838614,2,0.5
2007-03,0.050000040769389256,0.05000003338129336,0.05000002435292982,0.05000002312443206,0.0500000338557462,0.5499997147374066,0.05000002655644471,0.05000003586367524,0.050000012234839936,0.05000005512384271,2,0.5
2007-04,0.050000039493144195,0.05000003102874827,0.05000002374457305,0.05000002273406897,0.05000003265800104,0.5499997154074986,0.05000002319646837,0.05000004197806527,0.05000002463460656,0.05000004512482576,2,0.5
2007-05,0.05000004173146227,0.05000002673546807,0.05000002246247658,0.050000025060344865,0.05000003711697928,0.5499996834220653,0.05000002896448475,0.05000005839006079,0.05000003573229019,0.05000004038436802,2,0.5
2007-06,0.05000003780598282,0.05000002228108921,0.0500000196250469,0.050000021985192204,0.050000033529783154,0.5499997116754372,0.05000002741256484,0.05000005060491354,0.05000004174814605,0.0500000333318442,2,0.5
2007-07,0.050000038732262705,0.05000002319846032,0.050000022228260985,0.050000023507451065,0.05000003812123446,0.5499996710827667,0.05000003911873482,0.050000071616385665,0.05000003966569014,0.050000032728753196,2,0.5
2007-08,0.05000003099187345,0.05000001579493948,0.05000001667663464,0.05000001449923108,0.0500000250834254,0.5499997551987804,0.0500000290892888,0.05000005915777037,0.050000034036688214,0.05000001947136819,2,0.5
2007-09,0.050000031633168386,0.050000016514714904,0.05000001704955113,0.05000001552215259,0.05000002711948109,0.5499997358429201,0.05000003468316465,0.05000006832555453,0.05000003330512169,0.0500000200041711,2,0.5
2007-10,0.05000003761889963,0.05000001541444875,0.05000001545756614,0.05000001410778582,0.05000002754596048,0.5499997096525617,0.050000045739086535,0.05000008203222774,0.05000003296180517,0.05000001946965807,2,0.5
2007-11,0.05000003704488509,0.05000001375349136,0.05000001213294313,0.05000001183937921,0.05000002317600668,0.5499998077239291,0.05000002243394967,0.050000019120857095,0.050000038193156286,0.05000001458140252,2,0.5
2007-12,0.05000002554116789,0.05000001457392778,0.05000001089822896,0.05000001183499466,0.05000001900110986,0.5499998341407777,0.050000013437568845,0.050000013762638115,0.050000044342413,0.05000001246717328,2,0.5
2008-01,0.050000026297073404,0.050000012516501775,0.05000001025648037,0.0500000105689489,0.050000017782125435,0.5499998486308267,0.05000001561707586,0.05000001433454208,0.05000003300726904,0.050000010989156476,2,0.5
2008-02,0.0500000395889956,0.05000001725191384,0.050000014281702976,0.05000001363719142,0.05000002646822401,0.5499997903770567,0.050000016904885626,0.05000001944671402,0.05000004611515915,0.05000001592815671,2,0.5
